title,chord_count,chord_sequence,edge_type_sequence,edge_types_found,unmappable_chords
Black Sabbath - Changes,78,C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C F Em Dm F Em Dm F Em Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C F Em Dm F Em Dm F Em Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C F Em Dm F Em Dm F Em Dm,diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 diatonic diatonic relative diatonic diatonic relative diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 diatonic diatonic relative diatonic diatonic relative diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 diatonic diatonic relative diatonic diatonic relative diatonic diatonic,diatonic|relative|iiVI|dom7|tritoneSub,
Blondie - Heart Of Glass,41,E C# C#m E C# C#m E C# C#m E C# C#m E A E A F# B E C# C#m E C# C#m E A E A E A E A F# B E C# C#m E C# C#m E,borrowed parallel relative borrowed parallel relative borrowed parallel relative borrowed parallel relative dom7 fifth dom7 borrowed dom7 dom7 borrowed parallel relative borrowed parallel relative dom7 fifth dom7 fifth dom7 fifth dom7 borrowed dom7 dom7 borrowed parallel relative borrowed parallel relative,fifth|plagal|relative|borrowed|parallel|dom7|chromaticMediant,
Bo Burnham - That Funny Feeling,97,E A E A E F#m B C#m A F#m B C#m A E F#m C#m A E F#m C#m A E A E A E F#m B C#m A F#m B C#m A E A E A E F#m B C#m A F#m B C#m A E F#m C#m A E F#m C#m A E A E A E F#m B C#m A F#m B C#m A E A E A E F#m B C#m A F#m B C#m A E F#m C#m A E F#m C#m A E F#m D A E F#m D A,dom7 fifth dom7 fifth diatonic dom7 diatonic _ relative dom7 diatonic _ fifth diatonic fifth _ fifth diatonic fifth _ fifth dom7 fifth dom7 fifth diatonic dom7 diatonic _ relative dom7 diatonic _ fifth dom7 fifth dom7 fifth diatonic dom7 diatonic _ relative dom7 diatonic _ fifth diatonic fifth _ fifth diatonic fifth _ fifth dom7 fifth dom7 fifth diatonic dom7 diatonic _ relative dom7 diatonic _ fifth dom7 fifth dom7 fifth diatonic dom7 diatonic _ relative dom7 diatonic _ fifth diatonic fifth _ fifth diatonic fifth _ fifth diatonic _ fifth fifth diatonic _ fifth,fifth|plagal|diatonic|relative|dom7,
Bob Dylan - Blowin' in the Wind,85,D G A D G D G A D G A D G A D G D G A D G A D G A D G A D G A D G D G A D G A D G A D G D G A D G A D G A D G A D G A D G D G A D G A D G A D G D G A D G A D G A D G A D,dom7 diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7,fifth|plagal|diatonic|borrowed|dom7,
Bob Dylan - Knockin' On Heaven's Door,66,G D Am G D C G D Am G D C G D Am G D C G D Am G D C G D Am G D C G D Am G D C G D Am G D C G D Am G D C G D Am G D C G D Am G D C G D Am G D C,fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic fifth fifth _ diatonic fifth diatonic,fifth|plagal|diatonic|iiVI|borrowed,
"Bob Dylan - Lay, Lady, Lay",108,A C#m G Bm A C#m G Bm A C#m G Bm A C#m G Bm A C#m G Bm E F#m A E F#m A C#m G Bm A C#m G Bm A C#m G Bm A C#m G Bm A C#m G Bm A C#m G Bm E F#m A E F#m A C#m G Bm A C#m G Bm C#m E F#m A C#m A C#m E F#m A C#m Bm A C#m G Bm A C#m G Bm A C#m G Bm A C#m G Bm E F#m A E F#m A C#m G Bm A C#m G Bm A Bm C#m D A,_ _ _ diatonic _ _ _ diatonic _ _ _ diatonic _ _ _ diatonic _ _ _ dom7 diatonic relative fifth diatonic relative _ _ _ diatonic _ _ _ diatonic _ _ _ diatonic _ _ _ diatonic _ _ _ diatonic _ _ _ dom7 diatonic relative fifth diatonic relative _ _ _ diatonic _ _ _ diatonic relative diatonic relative _ _ _ relative diatonic relative _ diatonic diatonic _ _ _ diatonic _ _ _ diatonic _ _ _ diatonic _ _ _ dom7 diatonic relative fifth diatonic relative _ _ _ diatonic _ _ _ diatonic diatonic diatonic diatonic fifth,fifth|plagal|diatonic|relative|iiVI|dom7,
Bob Dylan - Like a Rolling Stone,180,C Fmaj7 C Dm7 Em F G C Dm7 Em F G F G F G F Em Dm7 C F Em Dm7 C Dm7 F G C F G C F G C F G C F G C F G C F G C Dm7 Em F G C Dm7 Em F G F G F G F Em Dm7 C F Em Dm7 C Dm7 F G C F G C F G C F G C F G C F G C F G C F G C Dm7 Em F G C Dm7 Em F G F G F G F Em Dm7 C F Em Dm7 C Dm7 F G C F G C F G C F G C F G C F G C F G C F G C Dm7 Em F G C Dm7 Em F G F G F G F Em Dm7 C F Em Dm7 C Dm7 F G C F G C F G C F G C F G C F G C F G,dom7 fifth diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic diatonic relative diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic diatonic relative diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic diatonic relative diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic diatonic relative diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic dom7 dom7 diatonic,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|tritoneSub,
Bob Dylan - Make You Feel My Love,63,Db Ab Abm Gb Gbm Db Eb9 Gb Db Ab Abm Gb Gbm Db Eb9 Gb Db Gb Db Gb Db Ebm7 Ab Db Ab Abm Gb Gbm Db Eb9 Gb Db Ab Abm Gb Gbm Db Eb9 Gb Db Gb Db Gb Db Ebm7 Gb Db Ab Abm Gb Gbm Db Eb9 Gb Db Ab Abm Gb Gbm Db Eb9 Gb Db,fifth parallel diatonic parallel borrowed _ _ fifth fifth parallel diatonic parallel borrowed _ _ fifth dom7 fifth dom7 fifth diatonic dom7 dom7 fifth parallel diatonic parallel borrowed _ _ fifth fifth parallel diatonic parallel borrowed _ _ fifth dom7 fifth dom7 fifth diatonic relative fifth fifth parallel diatonic parallel borrowed _ _ fifth fifth parallel diatonic parallel borrowed _ _ fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|parallel|dom7,Eb9
Bob Dylan - Mr. Tambourine Man,202,F Bb C F Bb F Bb C Bb C F Bb F Bb C F Bb C F Bb F Bb F Bb Gm7 C Bb C F Bb F Bb F Bb Gm7 C Bb C F Bb F Bb C Bb C F Bb F Bb C F Bb C F Bb F Bb F Bb F Bb F Gm7 C Bb C F Bb F Bb F Bb Gm7 C Bb C F Bb F Bb C Bb C F Bb F Bb C F Bb C F Bb F Bb F Bb F Bb Gm7 C Bb C F Bb F Bb F Bb F Bb F Gm7 C Bb C F Bb F Bb C Bb C F Bb F Bb C F Bb C F Bb F Bb F Bb F Bb F Bb F Gm7 C Bb C F Bb F Bb F Bb F Gm7 C F Bb C F Bb F Bb F Bb F Bb F Bb F Bb Gm7 C Bb C F Bb F Bb F Bb F Bb F Bb F Gm7 C Bb C F Bb F Bb C Bb C F Bb F Bb C F,dom7 diatonic dom7 dom7 fifth dom7 diatonic diatonic diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 relative dom7 diatonic diatonic dom7 dom7 fifth dom7 fifth dom7 relative dom7 diatonic diatonic dom7 dom7 fifth dom7 diatonic diatonic diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 fifth dom7 fifth diatonic dom7 diatonic diatonic dom7 dom7 fifth dom7 fifth dom7 relative dom7 diatonic diatonic dom7 dom7 fifth dom7 diatonic diatonic diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 fifth dom7 relative dom7 diatonic diatonic dom7 dom7 fifth dom7 fifth dom7 fifth dom7 fifth diatonic dom7 diatonic diatonic dom7 dom7 fifth dom7 diatonic diatonic diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth diatonic dom7 diatonic diatonic dom7 dom7 fifth dom7 fifth dom7 fifth diatonic dom7 dom7 dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 relative dom7 diatonic diatonic dom7 dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth diatonic dom7 diatonic diatonic dom7 dom7 fifth dom7 diatonic diatonic diatonic dom7 dom7 fifth dom7 diatonic dom7,fifth|plagal|diatonic|relative|borrowed|dom7,
Bob Marley & The Wailers - Three Little Birds (A),27,A D A D A E A D A E D A D A D A E A D A E D A D A D A,dom7 fifth dom7 fifth fifth dom7 dom7 fifth fifth diatonic fifth dom7 fifth dom7 fifth fifth dom7 dom7 fifth fifth diatonic fifth dom7 fifth dom7 fifth,fifth|plagal|diatonic|borrowed|dom7,
Bob Marley & The Wailers - Three Little Birds (D),27,D G D G D A D G D A G D G D G D A D G D A G D G D G D,dom7 fifth dom7 fifth fifth dom7 dom7 fifth fifth diatonic fifth dom7 fifth dom7 fifth fifth dom7 dom7 fifth fifth diatonic fifth dom7 fifth dom7 fifth,fifth|plagal|diatonic|borrowed|dom7,
Bonnie Raitt - John Prine - Angel from Montgomery,88,E A E A E A E A B7 E A E A E A B7 E D A E D A E D A E A B7 E A E A E A E A B7 E A E A E A B7 E D A E D A E D A E A D E A E A E A E A B7 E A E A E A B7 E D A E D A E D A E A D E A B7 E,dom7 fifth dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth dom7 dom7 diatonic dom7 fifth dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth dom7 dom7 diatonic dom7 diatonic dom7,fifth|plagal|diatonic|borrowed|dom7,
Bruno Mars - Count On Me,78,C Em C Em Am G F G C Em Am G F C Em Am G F C Em Am G F G C Em Am G F C Em Am G F Dm Em F G C Em Am G F C Em Am G F C Em Am G F G Dm Em Am G Dm Em F G C Em Am G F C Em Am G F C Em Am G F C,_ _ _ dom7 diatonic diatonic diatonic dom7 _ dom7 diatonic diatonic fifth _ dom7 diatonic diatonic fifth _ dom7 diatonic diatonic diatonic dom7 _ dom7 diatonic diatonic fifth _ dom7 diatonic diatonic relative diatonic diatonic diatonic dom7 _ dom7 diatonic diatonic fifth _ dom7 diatonic diatonic fifth _ dom7 diatonic diatonic diatonic _ diatonic dom7 diatonic _ diatonic diatonic diatonic dom7 _ dom7 diatonic diatonic fifth _ dom7 diatonic diatonic fifth _ dom7 diatonic diatonic fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,
Buddy Holly - Everyday,106,Eb Cm Fm Bb7 Eb Cm Fm Bb7 Eb Cm Bb7 Eb Ab Eb Bb7 Eb Cm Ab Bb7 Eb Cm Ab Bb7 Eb Cm Bb7 Eb Ab Eb Eb7 Ab Db Gb B Bb7 Eb Cm Ab Bb7 Eb Cm Ab Bb7 Eb Cm Bb7 Eb Ab Eb Bb7 Eb Cm Ab Bb7 Eb Cm Ab Bb7 Eb Cm Bb7 Eb Ab Eb Bb7 Eb Cm Ab Bb7 Eb Cm Ab Bb7 Eb Cm Bb7 Eb Ab Eb Eb7 Ab Db Gb B Bb7 Eb Cm Ab Bb7 Eb Cm Ab Bb7 Eb Cm Bb7 Eb Ab Eb Bb7 Eb Cm Bb7 Eb Ab Eb,relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative diatonic dom7 dom7 fifth fifth dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative diatonic dom7 dom7 fifth _ dom7 dom7 dom7 dom7 tritoneSub dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative diatonic dom7 dom7 fifth fifth dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative diatonic dom7 dom7 fifth fifth dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative diatonic dom7 dom7 fifth _ dom7 dom7 dom7 dom7 tritoneSub dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative diatonic dom7 dom7 fifth fifth dom7 relative diatonic dom7 dom7 fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|tritoneSub,
Carly Simon - You're So Vain,77,Am Am7 F Am7 F Am7 Fmaj7 G Em7 Am7 F C G F C Dm7 C Am7 F G6 Am7 F Am7 F Am7 Fmaj7 G Em7 Am7 F C G F C Dm7 C Am7 F G6 Am7 F Am7 C G F C Dm7 C Am7 F G6 Am7 F Am7 F Am7 Fmaj7 G Em7 Am7 F C G F C Dm7 C Am7 F G6 C Dm7 C Dm7 C Dm7 C,_ _ _ _ _ _ diatonic relative dom7 _ fifth fifth diatonic fifth diatonic diatonic relative _ _ _ _ _ _ _ _ diatonic relative dom7 _ fifth fifth diatonic fifth diatonic diatonic relative _ _ _ _ _ relative fifth diatonic fifth diatonic diatonic relative _ _ _ _ _ _ _ _ diatonic relative dom7 _ fifth fifth diatonic fifth diatonic diatonic relative _ _ _ diatonic diatonic diatonic diatonic diatonic diatonic,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,G6
Carole King - It's Too Late,85,Am7 D6 Am7 D6 Am7 D6 Am7 D6 Am7 Gm7 Fmaj7 Bbmaj7 Fmaj7 Bbmaj7 Fmaj7 Bbmaj7 Fmaj7 Dm7 Esus4 Em Am7 D6 Am7 D6 Am7 D6 Am7 D6 Am7 Gm7 Fmaj7 Bbmaj7 Fmaj7 Bbmaj7 Fmaj7 Bbmaj7 Fmaj7 Dm7 Gsus4 G Cmaj7 Fmaj7 Bbmaj7 Am7 Gm7 Fmaj7 Dm7 Esus4 Em Am7 D6 Am7 D6 Am7 D6 Am7 D6 Am7 Gm7 Fmaj7 Bbmaj7 Fmaj7 Bbmaj7 Fmaj7 Bbmaj7 Fmaj7 Dm7 Gsus4 G Cmaj7 Fmaj7 Cmaj7 Fmaj7 Bbmaj7 Am7 Gm7 Fmaj7 Dm7 Gsus4 G Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7,_ _ _ _ _ _ _ _ diatonic diatonic dom7 fifth dom7 fifth dom7 fifth relative _ parallel dom7 _ _ _ _ _ _ _ _ diatonic diatonic dom7 fifth dom7 fifth dom7 fifth relative dom7 _ dom7 dom7 dom7 diatonic diatonic diatonic relative _ parallel dom7 _ _ _ _ _ _ _ _ diatonic diatonic dom7 fifth dom7 fifth dom7 fifth relative dom7 _ dom7 dom7 fifth dom7 dom7 diatonic diatonic diatonic relative dom7 _ dom7 dom7 fifth dom7 fifth,fifth|plagal|diatonic|relative|iiVI|parallel|dom7|tritoneSub,D6
Carole King - You’ve Got a Friend,62,Ab Db Ab Gm7 C7 Fm C7 Fm C7 Fm Bbm7 Eb7 Ab Gm7 C7 Fm C7 Fm Ab Db Ab Db Ab Gm7 C7 Fm C7 Fm C7 Fm Bbm7 Eb7 Ab Gm7 C7 Fm C7 Fm Ab Db Gb Db Gb7 Fm Bb7 Ab Db Ab Db Ab Db Ab Db Ab Db Ab Db Ab Db Ab Db Ab,dom7 fifth diatonic dom7 dom7 borrowed dom7 borrowed dom7 dom7 dom7 dom7 diatonic dom7 dom7 borrowed dom7 relative dom7 fifth dom7 fifth diatonic dom7 dom7 borrowed dom7 borrowed dom7 dom7 dom7 dom7 diatonic dom7 dom7 borrowed dom7 relative dom7 dom7 fifth dom7 diatonic dom7 diatonic dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth,fifth|plagal|diatonic|relative|borrowed|dom7|tritoneSub,
Carpenters - (They Long To Be) Close To You,57,Cadd2 C Cadd2 Bm7 Em7 Em Bm7 Em7 Em Cmaj7 Cadd2 C Cadd2 C C6 Cmaj7 C6 C C6 Cmaj7 C6 Cadd2 C Cmaj7 C6 D Dadd2 Bm7 Em Dbadd2 Csus4 C Cm7 Fm Db Db6 Dbmaj7 Db6 Db Db6 Dbmaj7 Db6 Dbadd2 Db Dbmaj7 Db6 Ebsus4 Eb Cm7 Fm Abadd2 Ab Abadd2 Ab Abadd2 Ab Abadd2,_ _ _ dom7 _ fifth dom7 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ dom7 _ _ _ parallel dom7 _ _ _ _ _ _ _ _ _ _ _ _ _ _ relative dom7 _ _ _ _ _ _ _,fifth|plagal|relative|parallel|dom7,Cadd2|C6|Dadd2|Dbadd2|Db6|Abadd2
Carpenters - Goodbye To Love,44,Bbsus2 Bb Eb Bb Eb Bb Eb Bb Eb Bb Eb Bbsus2 Bb Eb Bb Eb Bb Eb Bb Eb Bb Eb Bb Eb Bb Eb Bb Eb Bb Eb G F Em Dm Em Dm Csus2 C Gsus4 G C9 C7 Gsus4 G,_ dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth _ dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 borrowed diatonic diatonic diatonic diatonic diatonic diatonic _ fifth _ _ _ fifth _,fifth|plagal|diatonic|iiVI|borrowed|dom7|chromaticMediant|tritoneSub,C9
Carpenters - Yesterday Once More,67,E G#m C#m Amaj7 G#m7 F#m7 B A B E Amaj7 F#m7 A B A B E C#m E C#m E C#m F#m7 B A B C#m Caug E A Emaj7 A Emaj7 A E G#m C#m Amaj7 G#m7 F#m7 A B E G#m C#m Amaj7 F#m7 A B A B E C#m E C#m E C#m F#m7 B A B C#m Caug E A Emaj7 A,_ dom7 _ diatonic diatonic dom7 diatonic diatonic dom7 dom7 relative relative diatonic diatonic diatonic dom7 relative relative relative relative relative dom7 dom7 diatonic diatonic diatonic _ _ dom7 fifth dom7 fifth dom7 fifth _ dom7 _ diatonic diatonic relative diatonic dom7 _ dom7 _ relative relative diatonic diatonic diatonic dom7 relative relative relative relative relative dom7 dom7 diatonic diatonic diatonic _ _ dom7 fifth dom7,fifth|plagal|diatonic|relative|borrowed|dom7|tritoneSub,Caug
Cat Stevens - Father And Son,92,G Bm7 C Am7 G Em Am D G Bm7 C Am7 G Em Am D G D C Am7 G Em Am D G D C Am7 G Em D G Bm7 C Am7 G Em Am7 D G Bm7 C Am7 G Em D G D C G D C Am7 G Em Am D G D C Am7 G Em Am D G D C Am7 G Em Am D G Bm7 C Am7 G Em Am D G Bm7 C Am7 G Em D G D C G,_ diatonic relative diatonic relative dom7 dom7 dom7 _ diatonic relative diatonic relative dom7 dom7 dom7 fifth diatonic relative diatonic relative dom7 dom7 dom7 fifth diatonic relative diatonic relative diatonic dom7 _ diatonic relative diatonic relative dom7 dom7 dom7 _ diatonic relative diatonic relative diatonic dom7 fifth diatonic fifth fifth diatonic relative diatonic relative dom7 dom7 dom7 fifth diatonic relative diatonic relative dom7 dom7 dom7 fifth diatonic relative diatonic relative dom7 dom7 dom7 _ diatonic relative diatonic relative dom7 dom7 dom7 _ diatonic relative diatonic relative diatonic dom7 fifth diatonic fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,
Cat Stevens - Wild World,109,Am D9 G C9 F Dm7 E Esus4 E Am D7 G C F Dm E Esus4 E Am D7 G C F C G F G F C G C G F G F C Dm E Am D7 G C F Dm E Esus4 E Am D7 G C F C G F G F C G C G F G F C Dm E Am D7 G C F Dm E Esus4 E Am D7 G C F C G F G F C G C G F G F C Dm E C G F G F C G C G F G F C,_ _ _ _ relative _ _ _ dom7 dom7 dom7 dom7 dom7 relative _ _ _ dom7 dom7 dom7 dom7 dom7 fifth fifth diatonic diatonic diatonic fifth fifth dom7 fifth diatonic diatonic diatonic fifth diatonic _ dom7 dom7 dom7 dom7 dom7 relative _ _ _ dom7 dom7 dom7 dom7 dom7 fifth fifth diatonic diatonic diatonic fifth fifth dom7 fifth diatonic diatonic diatonic fifth diatonic _ dom7 dom7 dom7 dom7 dom7 relative _ _ _ dom7 dom7 dom7 dom7 dom7 fifth fifth diatonic diatonic diatonic fifth fifth dom7 fifth diatonic diatonic diatonic fifth diatonic _ borrowed fifth diatonic diatonic diatonic fifth fifth dom7 fifth diatonic diatonic diatonic fifth,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant,D9|C9
Cavetown - This Is Home,85,Cmaj7 Cm G Cmaj7 Cm G Cmaj7 Cm G Cmaj7 Cm G Cmaj7 Cm G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Cmaj7 Cm G Cmaj7 Cm G Cmaj7 Cm G Cmaj7 Cm G Em C G Em C G Em C G Em C G Em A C G Em A C G Cmaj7 Cm Em C G Em C G Em C G Em C G,parallel borrowed dom7 parallel borrowed dom7 parallel borrowed dom7 parallel borrowed dom7 parallel borrowed relative _ fifth relative _ fifth relative _ fifth relative _ fifth relative _ fifth relative _ fifth relative _ fifth relative _ fifth dom7 parallel borrowed dom7 parallel borrowed dom7 parallel borrowed dom7 parallel borrowed relative _ fifth relative _ fifth relative _ fifth relative _ fifth relative dom7 borrowed fifth relative dom7 borrowed fifth dom7 parallel chromaticMediant _ fifth relative _ fifth relative _ fifth relative _ fifth,fifth|plagal|relative|borrowed|parallel|dom7|chromaticMediant,
Charlie Puth ft. Selena Gomez - We Don't Talk Anymore,60,A B C#m G#m A B C#m A B C#m G#m A B C#m G#m A B C#m G#m A B C#m A B C#m G#m A B C#m G#m A B C#m G#m A B C#m A B C#m G#m A B C#m G#m A B C#m G#m A B C#m A B C#m G#m A B C#m G#m,diatonic diatonic fifth diatonic diatonic diatonic _ diatonic diatonic fifth diatonic diatonic diatonic fifth diatonic diatonic diatonic fifth diatonic diatonic diatonic _ diatonic diatonic fifth diatonic diatonic diatonic fifth diatonic diatonic diatonic fifth diatonic diatonic diatonic _ diatonic diatonic fifth diatonic diatonic diatonic fifth diatonic diatonic diatonic fifth diatonic diatonic diatonic _ diatonic diatonic fifth diatonic diatonic diatonic fifth,fifth|plagal|diatonic|borrowed,
Chicago - Colour My World,29,Fmaj7 Am Bb Ebmaj7 Abmaj7 Gbmaj7 D9 D7 Gmaj7 Eb9 C7 Fmaj7 Bb C7 Fmaj7 Am Bb Ebmaj7 Abmaj7 Gbmaj7 D9 D7 Gmaj7 Eb9 C7 Fmaj7 Bb C7 Fmaj7,_ diatonic dom7 dom7 diatonic _ _ dom7 _ _ dom7 dom7 diatonic dom7 _ diatonic dom7 dom7 diatonic _ _ dom7 _ _ dom7 dom7 diatonic dom7,diatonic|borrowed|dom7,D9|Eb9
Chris Isaak - Wicked Game,57,Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E Bm A E,diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth _ diatonic fifth,fifth|plagal|diatonic|iiVI,
Chris Stapleton - Tennessee Whiskey,48,A Bm A Asus4 A Bm A Bm A Bm A Bm A Bm A Bm A Bm A Bm A Bm A Asus4 A Bm A Bm A Bm A Bm A E F# A C# B A C# B C# B C# B A Bm A,diatonic diatonic _ _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic _ _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic fifth diatonic borrowed borrowed diatonic diatonic borrowed diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic,fifth|plagal|diatonic|iiVI|borrowed|chromaticMediant,
Christmas - Have Yourself A Merry Little Christmas,62,G Em7 Am7 D7 G Em7 Am7 D7 G Em7 Am7 D7 G Em Am7 D7 B7 E7 A7 D7 G Em7 Am7 D7 G Em7 Am7 D7 G Em Am7 B7 Em7 G G7 Am7 D7 Gmaj7 D7 A7 Am7 D7 G Em7 Am7 D7 G Em7 Am7 D7 G Em Am7 B7 Em7 G G7 Cmaj7 Am7 D7 G Em,relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 borrowed dom7 dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 _ dom7 relative _ diatonic dom7 dom7 fifth fifth parallel dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 _ dom7 relative _ dom7 relative dom7 dom7 relative,fifth|plagal|diatonic|relative|borrowed|parallel|dom7|chromaticMediant,
